# Region type :       patch INLET
# Faces               : 25600
# Area                : 3.57823331707631e-02
# Scale factor        : 1.00000000000000e+00
# Time                	sum(phi)
0.7952                	-5.68777304340143e-02
0.7954                	-5.68405842766723e-02
0.7956                	-5.68191811916313e-02
0.7958                	-5.68084445770830e-02
0.796                 	-5.68052197956538e-02
0.7962                	-5.67954542773076e-02
0.7964                	-5.67982274887608e-02
0.7966                	-5.68094982689799e-02
0.7968                	-5.68244832948599e-02
0.797                 	-5.68296776514652e-02
0.7972                	-5.68424964245216e-02
0.7974                	-5.68595981791210e-02
0.7976                	-5.68828333354636e-02
0.7978                	-5.68950381090825e-02
0.798                 	-5.69024102938040e-02
0.7982                	-5.69089966263773e-02
0.7984                	-5.69136544722632e-02
0.7986                	-5.69174870304096e-02
0.7988                	-5.69101191861466e-02
0.799                 	-5.69121315464511e-02
0.7992                	-5.69350741698636e-02
0.7994                	-5.69563485798221e-02
0.7996                	-5.69685583913509e-02
0.7998                	-5.69677449126309e-02
0.8                   	-5.69650064488482e-02
0.8002                	-5.69623545434630e-02
0.8004                	-5.69715676596597e-02
0.8006                	-5.69767641586402e-02
0.8008                	-5.69676210354349e-02
0.801                 	-5.69632682468122e-02
0.8012                	-5.69604580670645e-02
0.8014                	-5.69615808498565e-02
0.8016                	-5.69711207124726e-02
0.8018                	-5.69782976004310e-02
0.802                 	-5.69728062118907e-02
0.8022                	-5.69681372044300e-02
0.8024                	-5.69819321052908e-02
0.8026                	-5.69949177691513e-02
0.8028                	-5.70068525602508e-02
0.803                 	-5.70091745802925e-02
0.8032                	-5.70087004438400e-02
0.8034                	-5.70181038499988e-02
0.8036                	-5.70339075178069e-02
0.8038                	-5.70377980925197e-02
0.804                 	-5.70292201922443e-02
0.8042                	-5.70135733691568e-02
0.8044                	-5.70065983560731e-02
0.8046                	-5.70103696429857e-02
0.8048                	-5.70089574445168e-02
0.805                 	-5.70020192110736e-02
0.8052                	-5.69919760300302e-02
0.8054                	-5.69832401223666e-02
0.8056                	-5.69779262370122e-02
0.8058                	-5.69705542433218e-02
0.806                 	-5.69443428223030e-02
0.8062                	-5.69020315938271e-02
0.8064                	-5.68680805070869e-02
0.8066                	-5.68597619582023e-02
0.8068                	-5.68609627171075e-02
0.807                 	-5.68462821980176e-02
0.8072                	-5.68212164104341e-02
0.8074                	-5.67858602005329e-02
0.8076                	-5.67728470758293e-02
0.8078                	-5.67850611862121e-02
0.808                 	-5.67922405851352e-02
0.8082                	-5.67889681587704e-02
0.8084                	-5.67630260163548e-02
0.8086                	-5.67250603337531e-02
0.8088                	-5.66922911415168e-02
0.809                 	-5.66833009035711e-02
0.8092                	-5.66701006807940e-02
0.8094                	-5.66619383930246e-02
0.8096                	-5.66394452764001e-02
0.8098                	-5.66058231684134e-02
0.81                  	-5.65703706959752e-02
0.8102                	-5.65553702524556e-02
0.8104                	-5.65469441172815e-02
0.8106                	-5.65421585488261e-02
0.8108                	-5.65384302365966e-02
0.811                 	-5.65174751928261e-02
0.8112                	-5.64994186396050e-02
0.8114                	-5.64967572271582e-02
0.8116                	-5.64910619338144e-02
0.8118                	-5.64659751961990e-02
0.812                 	-5.64349789370148e-02
0.8122                	-5.64156483374414e-02
0.8124                	-5.64136524773927e-02
0.8126                	-5.64136036790067e-02
0.8128                	-5.63818157636870e-02
0.813                 	-5.63398772423070e-02
0.8132                	-5.63234408646784e-02
0.8134                	-5.63263295905678e-02
0.8136                	-5.63380602009842e-02
0.8138                	-5.63276966135625e-02
0.814                 	-5.63050434105472e-02
0.8142                	-5.62914747693080e-02
0.8144                	-5.62823038177041e-02
0.8146                	-5.62750969803579e-02
0.8148                	-5.62628791368281e-02
0.815                 	-5.62499565943714e-02
0.8152                	-5.62395489716616e-02
0.8154                	-5.62157783663629e-02
0.8156                	-5.61678833080537e-02
0.8158                	-5.61200379441263e-02
0.816                 	-5.60930660421890e-02
0.8162                	-5.60657183499245e-02
0.8164                	-5.60523279355043e-02
0.8166                	-5.60228768138506e-02
0.8168                	-5.59866246755109e-02
0.817                 	-5.59707582398651e-02
0.8172                	-5.59601941710930e-02
0.8174                	-5.59447153696356e-02
0.8176                	-5.59096744464139e-02
0.8178                	-5.58730677701605e-02
0.818                 	-5.58438781819408e-02
0.8182                	-5.58315277109088e-02
0.8184                	-5.58163965865973e-02
0.8186                	-5.57892187457904e-02
0.8188                	-5.57497835411699e-02
0.819                 	-5.57359532080985e-02
0.8192                	-5.57469923974621e-02
0.8194                	-5.57497501567012e-02
0.8196                	-5.57587760813606e-02
0.8198                	-5.57693470624510e-02
0.82                  	-5.57726951685439e-02
0.8202                	-5.57833141704017e-02
0.8204                	-5.57920775913573e-02
0.8206                	-5.57855036840689e-02
0.8208                	-5.57903110910845e-02
0.821                 	-5.57869760803289e-02
0.8212                	-5.57617718819334e-02
0.8214                	-5.57371147783406e-02
0.8216                	-5.57224270460681e-02
0.8218                	-5.57231130076268e-02
0.822                 	-5.57354604668062e-02
0.8222                	-5.57330730983545e-02
0.8224                	-5.57172748662065e-02
0.8226                	-5.57081296235082e-02
0.8228                	-5.57155660577780e-02
0.823                 	-5.57388932929873e-02
0.8232                	-5.57624284188188e-02
0.8234                	-5.57527112103148e-02
0.8236                	-5.57370851443037e-02
0.8238                	-5.57408824814001e-02
0.824                 	-5.57721487534120e-02
0.8242                	-5.57925982115621e-02
0.8244                	-5.57881543050816e-02
0.8246                	-5.57737942870835e-02
0.8248                	-5.57674737329907e-02
0.825                 	-5.57803926726818e-02
0.8252                	-5.57991338922456e-02
0.8254                	-5.57963202092370e-02
0.8256                	-5.57816930340699e-02
0.8258                	-5.57751598785492e-02
0.826                 	-5.57800505489078e-02
0.8262                	-5.57839831964571e-02
0.8264                	-5.57763741147474e-02
0.8266                	-5.57649029417540e-02
0.8268                	-5.57522752980145e-02
0.827                 	-5.57666234564987e-02
0.8272                	-5.57929400338364e-02
0.8274                	-5.58221871955864e-02
0.8276                	-5.58393750034254e-02
0.8278                	-5.58623864452623e-02
0.828                 	-5.59098716046535e-02
0.8282                	-5.59590365659906e-02
0.8284                	-5.60046020149258e-02
0.8286                	-5.60449307678239e-02
0.8288                	-5.60887442962957e-02
0.829                 	-5.61449181200168e-02
0.8292                	-5.62062551933210e-02
0.8294                	-5.62573784513155e-02
0.8296                	-5.62905847421223e-02
0.8298                	-5.63337282651489e-02
0.83                  	-5.63857617598526e-02
0.8302                	-5.64323505308032e-02
0.8304                	-5.64769989920703e-02
0.8306                	-5.65025504703499e-02
0.8308                	-5.65205019299406e-02
0.831                 	-5.65560113075088e-02
0.8312                	-5.66100100808924e-02
0.8314                	-5.66550800562799e-02
0.8316                	-5.66911849207477e-02
0.8318                	-5.67200587723164e-02
0.832                 	-5.67383823004262e-02
0.8322                	-5.67665000716982e-02
0.8324                	-5.68006462925901e-02
0.8326                	-5.68284651816406e-02
0.8328                	-5.68692709707562e-02
0.833                 	-5.69137468265211e-02
0.8332                	-5.69273910566007e-02
0.8334                	-5.69357330029785e-02
0.8336                	-5.69533559515454e-02
0.8338                	-5.69869157627515e-02
0.834                 	-5.70157211362527e-02
0.8342                	-5.70308513573876e-02
0.8344                	-5.70357417960960e-02
0.8346                	-5.70438668439451e-02
0.8348                	-5.70827674961759e-02
0.835                 	-5.71134986478799e-02
0.8352                	-5.71128297388480e-02
0.8354                	-5.71094493935929e-02
0.8356                	-5.71264483009496e-02
0.8358                	-5.71350347204507e-02
0.836                 	-5.71290906209130e-02
0.8362                	-5.70959636768200e-02
0.8364                	-5.70601148409943e-02
0.8366                	-5.70397567491860e-02
0.8368                	-5.70381437349721e-02
0.837                 	-5.70180359264812e-02
0.8372                	-5.69802657977799e-02
0.8374                	-5.69434970025231e-02
0.8376                	-5.69100538336874e-02
0.8378                	-5.68882662636486e-02
0.838                 	-5.68536222426167e-02
0.8382                	-5.68001932836710e-02
0.8384                	-5.67465054942729e-02
0.8386                	-5.67043682887015e-02
0.8388                	-5.66695347955441e-02
0.839                 	-5.66369021698116e-02
0.8392                	-5.65885874875209e-02
0.8394                	-5.65345278661441e-02
0.8396                	-5.65072663169820e-02
0.8398                	-5.64889895874060e-02
0.84                  	-5.64580380799602e-02
0.8402                	-5.64360329102846e-02
0.8404                	-5.64147404430163e-02
0.8406                	-5.64077376027300e-02
0.8408                	-5.64092603762938e-02
0.841                 	-5.63861767320644e-02
0.8412                	-5.63363914684528e-02
0.8414                	-5.62981868854650e-02
0.8416                	-5.62891592007642e-02
0.8418                	-5.62776436704425e-02
0.842                 	-5.62429968499564e-02
0.8422                	-5.61961158813357e-02
0.8424                	-5.61535555347201e-02
0.8426                	-5.61344014231193e-02
0.8428                	-5.61414947657947e-02
0.843                 	-5.61439537964825e-02
0.8432                	-5.61276400657331e-02
0.8434                	-5.61027992738887e-02
0.8436                	-5.60892256508992e-02
0.8438                	-5.60812205947344e-02
0.844                 	-5.60760561484814e-02
0.8442                	-5.60782885584087e-02
0.8444                	-5.60868314053867e-02
0.8446                	-5.61118673450859e-02
0.8448                	-5.61381836211115e-02
0.845                 	-5.61630914439668e-02
0.8452                	-5.61749551732801e-02
0.8454                	-5.61917721355028e-02
0.8456                	-5.62290553522403e-02
0.8458                	-5.62733100651437e-02
0.846                 	-5.63001579611558e-02
0.8462                	-5.62983744893297e-02
0.8464                	-5.63050227663389e-02
0.8466                	-5.63280729128809e-02
0.8468                	-5.63609522532855e-02
0.847                 	-5.63916773373192e-02
0.8472                	-5.64084527906447e-02
0.8474                	-5.64043535018447e-02
0.8476                	-5.64183745981126e-02
0.8478                	-5.64478317028315e-02
0.848                 	-5.64668068326811e-02
0.8482                	-5.64763210068814e-02
0.8484                	-5.64903130847562e-02
0.8486                	-5.64909911822598e-02
0.8488                	-5.64917735992692e-02
0.849                 	-5.64949836904900e-02
0.8492                	-5.64914374015206e-02
0.8494                	-5.64914467953222e-02
0.8496                	-5.64996674062876e-02
0.8498                	-5.65198382684215e-02
0.85                  	-5.65256241172134e-02
0.8502                	-5.65435069905676e-02
0.8504                	-5.65725822408637e-02
0.8506                	-5.65941193978220e-02
0.8508                	-5.66221584612539e-02
0.851                 	-5.66606771249714e-02
0.8512                	-5.66944177845071e-02
0.8514                	-5.67227265592188e-02
0.8516                	-5.67541351083422e-02
0.8518                	-5.67749479483102e-02
0.852                 	-5.67908161695197e-02
0.8522                	-5.68064185915519e-02
0.8524                	-5.68076260503032e-02
0.8526                	-5.67972619747929e-02
0.8528                	-5.67770293401916e-02
0.853                 	-5.67525066304059e-02
0.8532                	-5.67335767035421e-02
0.8534                	-5.67138862300258e-02
0.8536                	-5.66974539035884e-02
0.8538                	-5.66831276095303e-02
0.854                 	-5.66742077052735e-02
0.8542                	-5.66776724733488e-02
0.8544                	-5.66812233487292e-02
0.8546                	-5.66928995813831e-02
0.8548                	-5.67047777116163e-02
0.855                 	-5.67196061085482e-02
0.8552                	-5.67257936304144e-02
0.8554                	-5.67271059547497e-02
0.8556                	-5.67251307900603e-02
0.8558                	-5.67299464599857e-02
0.856                 	-5.67410846513582e-02
0.8562                	-5.67410824955804e-02
0.8564                	-5.67406261821321e-02
0.8566                	-5.67433714386091e-02
0.8568                	-5.67599285466620e-02
0.857                 	-5.67668206891818e-02
0.8572                	-5.67591529770399e-02
0.8574                	-5.67459856401282e-02
0.8576                	-5.67343523482453e-02
0.8578                	-5.67254742886916e-02
0.858                 	-5.67236130310640e-02
0.8582                	-5.67102806854979e-02
0.8584                	-5.66783747687267e-02
0.8586                	-5.66455279907715e-02
0.8588                	-5.66215346894906e-02
0.859                 	-5.65950647997895e-02
0.8592                	-5.65754015556964e-02
0.8594                	-5.65453637286755e-02
0.8596                	-5.65123981985747e-02
0.8598                	-5.64734695768403e-02
0.86                  	-5.64386257531671e-02
0.8602                	-5.64106999395451e-02
0.8604                	-5.63929773422158e-02
0.8606                	-5.63737093237624e-02
0.8608                	-5.63656917670267e-02
0.861                 	-5.63632482389510e-02
0.8612                	-5.63450264123238e-02
0.8614                	-5.63257209044655e-02
0.8616                	-5.63118970087342e-02
0.8618                	-5.63011002175954e-02
0.862                 	-5.62969502716349e-02
0.8622                	-5.62906628479771e-02
0.8624                	-5.62652425881323e-02
0.8626                	-5.62410065155069e-02
0.8628                	-5.62308447042279e-02
0.863                 	-5.62257319663205e-02
0.8632                	-5.62280590567535e-02
0.8634                	-5.62165174611394e-02
0.8636                	-5.62085389554171e-02
0.8638                	-5.62058566180756e-02
0.864                 	-5.62061824474364e-02
0.8642                	-5.61971834808513e-02
0.8644                	-5.61959258476557e-02
0.8646                	-5.61914751094559e-02
0.8648                	-5.62006149055434e-02
0.865                 	-5.62223477061090e-02
0.8652                	-5.62486817257053e-02
0.8654                	-5.62626954668360e-02
0.8656                	-5.62792409970548e-02
0.8658                	-5.62942922492645e-02
0.866                 	-5.63139344045350e-02
0.8662                	-5.63343164574103e-02
0.8664                	-5.63422784781244e-02
0.8666                	-5.63435438097015e-02
0.8668                	-5.63551585266388e-02
0.867                 	-5.63645837461589e-02
0.8672                	-5.63682586521427e-02
0.8674                	-5.63489572266051e-02
0.8676                	-5.63299978275480e-02
0.8678                	-5.63419035051683e-02
0.868                 	-5.63587294286313e-02
0.8682                	-5.63535896977533e-02
0.8684                	-5.63207335077964e-02
0.8686                	-5.63068999857982e-02
0.8688                	-5.63159092244147e-02
0.869                 	-5.63304394659039e-02
0.8692                	-5.63053972276926e-02
0.8694                	-5.62634589587660e-02
0.8696                	-5.62328153862836e-02
0.8698                	-5.62184971723922e-02
0.87                  	-5.62001286406249e-02
0.8702                	-5.61615083400367e-02
0.8704                	-5.61086383383922e-02
0.8706                	-5.60837478688919e-02
0.8708                	-5.60886402271239e-02
0.871                 	-5.60956544330407e-02
0.8712                	-5.60967980840241e-02
0.8714                	-5.60832404566278e-02
0.8716                	-5.60798543986115e-02
0.8718                	-5.60936434890841e-02
0.872                 	-5.61247609474819e-02
0.8722                	-5.61471982576816e-02
0.8724                	-5.61399928729716e-02
0.8726                	-5.61180436017819e-02
0.8728                	-5.61067513096240e-02
0.873                 	-5.61295131304649e-02
0.8732                	-5.61572649742533e-02
0.8734                	-5.61608595648744e-02
0.8736                	-5.61372556413412e-02
0.8738                	-5.61042548780711e-02
0.874                 	-5.60930993642432e-02
0.8742                	-5.60882760913033e-02
0.8744                	-5.60741134243821e-02
0.8746                	-5.60482229194376e-02
0.8748                	-5.60294233780731e-02
0.875                 	-5.60243484981188e-02
0.8752                	-5.60124699263947e-02
0.8754                	-5.60035139952184e-02
0.8756                	-5.59856139877190e-02
0.8758                	-5.59669689289784e-02
0.876                 	-5.59415426233636e-02
0.8762                	-5.59195978531609e-02
0.8764                	-5.59037666170626e-02
0.8766                	-5.58886419015335e-02
0.8768                	-5.58762431124874e-02
0.877                 	-5.58648364195538e-02
0.8772                	-5.58535612801248e-02
0.8774                	-5.58509538886034e-02
0.8776                	-5.58501281741855e-02
0.8778                	-5.58353249970442e-02
0.878                 	-5.58128026621450e-02
0.8782                	-5.58053420865884e-02
0.8784                	-5.57962053147600e-02
0.8786                	-5.57829034446625e-02
0.8788                	-5.57606257988289e-02
0.879                 	-5.57335306093134e-02
0.8792                	-5.57156504722870e-02
0.8794                	-5.57035842345978e-02
0.8796                	-5.57026498452201e-02
0.8798                	-5.56855681849292e-02
0.88                  	-5.56524486560263e-02
0.8802                	-5.56133166855770e-02
0.8804                	-5.55928731406765e-02
0.8806                	-5.55845126312276e-02
0.8808                	-5.55828391842716e-02
0.881                 	-5.55605415257821e-02
0.8812                	-5.55122977898238e-02
0.8814                	-5.54844881967673e-02
0.8816                	-5.54898969610689e-02
0.8818                	-5.55213571154553e-02
0.882                 	-5.55439613227033e-02
0.8822                	-5.55418395724710e-02
0.8824                	-5.55376338467360e-02
0.8826                	-5.55429298978052e-02
0.8828                	-5.55641490474234e-02
0.883                 	-5.55903096693347e-02
0.8832                	-5.56083558756860e-02
0.8834                	-5.56025086437833e-02
0.8836                	-5.55833885786767e-02
0.8838                	-5.55660425664686e-02
0.884                 	-5.55533801410873e-02
0.8842                	-5.55511489518298e-02
0.8844                	-5.55540353434897e-02
0.8846                	-5.55551899026624e-02
0.8848                	-5.55571929823592e-02
0.885                 	-5.55643595942250e-02
0.8852                	-5.55813899687192e-02
0.8854                	-5.56014045985213e-02
0.8856                	-5.56207034270211e-02
0.8858                	-5.56404282442047e-02
0.886                 	-5.56538257578385e-02
0.8862                	-5.56711185967186e-02
0.8864                	-5.56790204713239e-02
0.8866                	-5.56936219339483e-02
0.8868                	-5.56937092664923e-02
0.887                 	-5.56945449838024e-02
0.8872                	-5.57066726316657e-02
0.8874                	-5.57379668475717e-02
0.8876                	-5.57584411592878e-02
0.8878                	-5.57599449900377e-02
0.888                 	-5.57558725050994e-02
0.8882                	-5.57614537744233e-02
0.8884                	-5.57850685218994e-02
0.8886                	-5.58086767927108e-02
0.8888                	-5.58234691307212e-02
0.889                 	-5.58267425658613e-02
0.8892                	-5.58255717616660e-02
0.8894                	-5.58125632329865e-02
0.8896                	-5.57879952544463e-02
0.8898                	-5.57661495215611e-02
0.89                  	-5.57525132624209e-02
0.8902                	-5.57501905337597e-02
0.8904                	-5.57628619911005e-02
0.8906                	-5.57610252819676e-02
0.8908                	-5.57387090952796e-02
0.891                 	-5.57456250157651e-02
0.8912                	-5.57841762215467e-02
0.8914                	-5.58207519871454e-02
0.8916                	-5.58575710839547e-02
0.8918                	-5.58831608568850e-02
0.892                 	-5.59013087832854e-02
0.8922                	-5.59424698271764e-02
0.8924                	-5.60050594726630e-02
0.8926                	-5.60559688385746e-02
0.8928                	-5.60903175107580e-02
0.893                 	-5.61146228516994e-02
0.8932                	-5.61426291381045e-02
0.8934                	-5.61967721708203e-02
0.8936                	-5.62593581691979e-02
0.8938                	-5.63153428580978e-02
0.894                 	-5.63407834529528e-02
0.8942                	-5.63578811241739e-02
0.8944                	-5.63874075192602e-02
0.8946                	-5.64438281121717e-02
0.8948                	-5.65056511384424e-02
0.895                 	-5.65451102562853e-02
0.8952                	-5.65728229948067e-02
0.8954                	-5.66101859004018e-02
0.8956                	-5.66522531453323e-02
0.8958                	-5.67115667087420e-02
0.896                 	-5.67823889877637e-02
0.8962                	-5.68452895880825e-02
0.8964                	-5.68763449224662e-02
0.8966                	-5.68997856571428e-02
0.8968                	-5.69366271844993e-02
0.897                 	-5.69889145753116e-02
0.8972                	-5.70436014520161e-02
0.8974                	-5.70789726187815e-02
0.8976                	-5.71020147566788e-02
0.8978                	-5.71390075795169e-02
0.898                 	-5.71829158034296e-02
0.8982                	-5.72268404148865e-02
0.8984                	-5.72612291623793e-02
0.8986                	-5.73030277042945e-02
0.8988                	-5.73541709856129e-02
0.899                 	-5.73964659729809e-02
0.8992                	-5.74096726651203e-02
0.8994                	-5.74335773775041e-02
0.8996                	-5.74728943268691e-02
0.8998                	-5.75074723554665e-02
0.9                   	-5.75082890588981e-02
0.9002                	-5.75010603397379e-02
0.9004                	-5.75050193297682e-02
0.9006                	-5.75263967014843e-02
0.9008                	-5.75621899225197e-02
0.901                 	-5.75634363057961e-02
0.9012                	-5.75333473270708e-02
0.9014                	-5.75198782408689e-02
0.9016                	-5.75140986244898e-02
0.9018                	-5.75041405552410e-02
0.902                 	-5.75110252706235e-02
0.9022                	-5.75088730887170e-02
0.9024                	-5.74692902039850e-02
0.9026                	-5.74225827528090e-02
0.9028                	-5.73901053482619e-02
0.903                 	-5.73736484661718e-02
0.9032                	-5.73807097906775e-02
0.9034                	-5.73899379568389e-02
0.9036                	-5.73695774688038e-02
0.9038                	-5.73535362069187e-02
0.904                 	-5.73581265383577e-02
0.9042                	-5.73622671052986e-02
0.9044                	-5.73644015862331e-02
0.9046                	-5.73655102435968e-02
0.9048                	-5.73610069383834e-02
0.905                 	-5.73464538124429e-02
0.9052                	-5.73181796094740e-02
0.9054                	-5.72748396642538e-02
0.9056                	-5.72219046750736e-02
0.9058                	-5.71813136475200e-02
0.906                 	-5.71398327659388e-02
0.9062                	-5.71070364560257e-02
0.9064                	-5.70528044758999e-02
0.9066                	-5.69776645506377e-02
0.9068                	-5.69043017143382e-02
0.907                 	-5.68319309899290e-02
0.9072                	-5.67690975814443e-02
0.9074                	-5.67094481883882e-02
0.9076                	-5.66444303075797e-02
0.9078                	-5.65694573389101e-02
0.908                 	-5.65065580455715e-02
0.9082                	-5.64539090313962e-02
0.9084                	-5.64049429657741e-02
0.9086                	-5.63587923753403e-02
0.9088                	-5.63103307542162e-02
0.909                 	-5.62736681765836e-02
0.9092                	-5.62356769858646e-02
0.9094                	-5.61947860836519e-02
0.9096                	-5.61488720068433e-02
0.9098                	-5.60897346890138e-02
0.91                  	-5.60345099676612e-02
0.9102                	-5.59921657768589e-02
0.9104                	-5.59490097132359e-02
0.9106                	-5.59077233553846e-02
0.9108                	-5.58762555243717e-02
0.911                 	-5.58359246931749e-02
0.9112                	-5.57948328474974e-02
0.9114                	-5.57501614466926e-02
0.9116                	-5.57069142792777e-02
0.9118                	-5.56686852268774e-02
0.912                 	-5.56315578191650e-02
0.9122                	-5.55848230807318e-02
0.9124                	-5.55263734874017e-02
0.9126                	-5.54770448649066e-02
0.9128                	-5.54474510642982e-02
0.913                 	-5.54267128536169e-02
0.9132                	-5.54062907862529e-02
0.9134                	-5.53801475051830e-02
0.9136                	-5.53557823660697e-02
0.9138                	-5.53380739640432e-02
0.914                 	-5.53236185416764e-02
0.9142                	-5.53089702839176e-02
0.9144                	-5.52755487616828e-02
0.9146                	-5.52359016147574e-02
0.9148                	-5.51973849908173e-02
0.915                 	-5.51671904073440e-02
0.9152                	-5.51592820662289e-02
0.9154                	-5.51547594719517e-02
0.9156                	-5.51257049443575e-02
0.9158                	-5.50844948667575e-02
0.916                 	-5.50653207331159e-02
0.9162                	-5.50806060275302e-02
0.9164                	-5.51204596874104e-02
0.9166                	-5.51592924324796e-02
0.9168                	-5.51815024670427e-02
0.917                 	-5.52006476936268e-02
0.9172                	-5.52204143385488e-02
0.9174                	-5.52632972184182e-02
0.9176                	-5.53107715316780e-02
0.9178                	-5.53503698912763e-02
0.918                 	-5.53797134274370e-02
0.9182                	-5.53948908443416e-02
0.9184                	-5.54068636318514e-02
0.9186                	-5.54384242946777e-02
0.9188                	-5.54817835345806e-02
0.919                 	-5.55262267583460e-02
0.9192                	-5.55732259596038e-02
0.9194                	-5.56194456951665e-02
0.9196                	-5.56637132593473e-02
0.9198                	-5.56938540996198e-02
0.92                  	-5.57112619433966e-02
0.9202                	-5.57293152080674e-02
0.9204                	-5.57525830915629e-02
0.9206                	-5.57705010776725e-02
0.9208                	-5.57712405734261e-02
0.921                 	-5.57608714208235e-02
0.9212                	-5.57373444643931e-02
0.9214                	-5.57288589137657e-02
0.9216                	-5.57399781460374e-02
0.9218                	-5.57485476052074e-02
0.922                 	-5.57382188855497e-02
0.9222                	-5.57085819600420e-02
0.9224                	-5.56758135709213e-02
0.9226                	-5.56727926783108e-02
0.9228                	-5.56868375648574e-02
0.923                 	-5.56870434527304e-02
0.9232                	-5.56598970900258e-02
0.9234                	-5.56331139341622e-02
0.9236                	-5.56246730069337e-02
0.9238                	-5.56381816367097e-02
0.924                 	-5.56519145460497e-02
0.9242                	-5.56356838667589e-02
0.9244                	-5.56017226644403e-02
0.9246                	-5.55883336176078e-02
0.9248                	-5.56134550926100e-02
0.925                 	-5.56511412482611e-02
0.9252                	-5.56769491221785e-02
0.9254                	-5.56745039678946e-02
0.9256                	-5.56765488929452e-02
0.9258                	-5.57099012291015e-02
0.926                 	-5.57569683185133e-02
0.9262                	-5.57730892604723e-02
0.9264                	-5.57776849207908e-02
0.9266                	-5.57819411107632e-02
0.9268                	-5.58105422746386e-02
0.927                 	-5.58302888136076e-02
0.9272                	-5.58224079519780e-02
0.9274                	-5.57764915449961e-02
0.9276                	-5.57496438808223e-02
0.9278                	-5.57433004847632e-02
0.928                 	-5.57357307723455e-02
0.9282                	-5.57208940251803e-02
0.9284                	-5.56959119787555e-02
0.9286                	-5.56656461280805e-02
0.9288                	-5.56511721829218e-02
0.929                 	-5.56520889922961e-02
0.9292                	-5.56583131647427e-02
0.9294                	-5.56631729620640e-02
0.9296                	-5.56642568817208e-02
0.9298                	-5.56617672918428e-02
0.93                  	-5.56648219711300e-02
0.9302                	-5.56763653844557e-02
0.9304                	-5.56968659509973e-02
0.9306                	-5.57140620933309e-02
0.9308                	-5.57316060726058e-02
0.931                 	-5.57455395694885e-02
0.9312                	-5.57701115098536e-02
0.9314                	-5.58041373230756e-02
0.9316                	-5.58255911203763e-02
0.9318                	-5.58288233240822e-02
0.932                 	-5.58564189442343e-02
0.9322                	-5.58839388976551e-02
0.9324                	-5.59221728381603e-02
0.9326                	-5.59532087501801e-02
0.9328                	-5.59560761749186e-02
0.933                 	-5.59521456483662e-02
0.9332                	-5.59776716394088e-02
0.9334                	-5.60141144054975e-02
0.9336                	-5.60303656364448e-02
0.9338                	-5.60461241504862e-02
0.934                 	-5.60666978777910e-02
0.9342                	-5.60917704227785e-02
0.9344                	-5.61203618073578e-02
0.9346                	-5.61439318306686e-02
0.9348                	-5.61732921020501e-02
0.935                 	-5.62101708377683e-02
0.9352                	-5.62554777569573e-02
0.9354                	-5.62971413716846e-02
0.9356                	-5.63199616109922e-02
0.9358                	-5.63446526346958e-02
0.936                 	-5.63851606319393e-02
0.9362                	-5.64406676338805e-02
0.9364                	-5.64963254915704e-02
0.9366                	-5.65310852769819e-02
0.9368                	-5.65531470839874e-02
0.937                 	-5.65893304450753e-02
0.9372                	-5.66311032331034e-02
0.9374                	-5.66876278800250e-02
0.9376                	-5.67327224500716e-02
0.9378                	-5.67642063807456e-02
0.938                 	-5.67693664128589e-02
0.9382                	-5.67915552919913e-02
0.9384                	-5.68286230201449e-02
0.9386                	-5.68618144585194e-02
0.9388                	-5.68814341246325e-02
0.939                 	-5.68834897655760e-02
0.9392                	-5.68817807658216e-02
0.9394                	-5.69058552986311e-02
0.9396                	-5.69324997885918e-02
0.9398                	-5.69414787763741e-02
0.94                  	-5.69384414715400e-02
0.9402                	-5.69278742026076e-02
0.9404                	-5.69272308076232e-02
0.9406                	-5.69152152381677e-02
0.9408                	-5.69007895382019e-02
0.941                 	-5.68707324074675e-02
0.9412                	-5.68320422190494e-02
0.9414                	-5.67836973450307e-02
0.9416                	-5.67300595612590e-02
0.9418                	-5.66990500595183e-02
0.942                 	-5.66709349183108e-02
0.9422                	-5.66440516550453e-02
0.9424                	-5.66191007960079e-02
0.9426                	-5.65978537755282e-02
0.9428                	-5.65735720924863e-02
0.943                 	-5.65596794851290e-02
0.9432                	-5.65452923074303e-02
0.9434                	-5.65323411944545e-02
0.9436                	-5.65225174755916e-02
0.9438                	-5.65193200322116e-02
0.944                 	-5.64891173327913e-02
0.9442                	-5.64639731208773e-02
0.9444                	-5.64458001799349e-02
0.9446                	-5.64352628040395e-02
0.9448                	-5.64375014998852e-02
0.945                 	-5.64444155309727e-02
0.9452                	-5.64437058373681e-02
0.9454                	-5.64357238536063e-02
0.9456                	-5.64313844764635e-02
0.9458                	-5.64165306336786e-02
0.946                 	-5.64081003100918e-02
0.9462                	-5.64133287009413e-02
0.9464                	-5.64133572569284e-02
0.9466                	-5.63942492574741e-02
0.9468                	-5.63740555712414e-02
0.947                 	-5.63504908236635e-02
0.9472                	-5.63409608258642e-02
0.9474                	-5.63473283971732e-02
0.9476                	-5.63368554573381e-02
0.9478                	-5.63042309418389e-02
0.948                 	-5.62756138972031e-02
0.9482                	-5.62620427866091e-02
0.9484                	-5.62559287275244e-02
0.9486                	-5.62601376716600e-02
0.9488                	-5.62570331491304e-02
0.949                 	-5.62322817384305e-02
0.9492                	-5.62293369318868e-02
0.9494                	-5.62244252290273e-02
0.9496                	-5.62032054552850e-02
